ID,COL,CoBChP,CoBP,CoCh,FUELCONSUMPTION,FUELID,FUELTYPE,GROWRATE,LAT,LON,ROW,SOURCETYPE,WDW,YEAR,CO,CO2,NOX,PM10,PM25,PMC,SO2,TOTALCONSUMPTION,VOC,WORKEDDAYS
C244,28,0.0,0.0,553.658201487,750.0,CC,CHARBROILING,0.0562088381942,4.61711111111,-74.153775,30,MEAT CHARBROILING,7,2011,3144243.9789,52495769.9591,89809.0889144,186525.073652,96993.038299,89532.0353529,334237.949465,1303.65820149,20128.3463196,ALW
C769,35,0.0,0.0,664.389841784,900.0,CC,CHARBROILING,0.0562088381942,4.73988571419,-74.0940146254,43,MEAT CHARBROILING,7,2011,3773092.77468,62994923.9509,107770.906697,223830.088382,116391.645959,107438.442423,401085.539358,1564.38984178,24154.0155835,ALW
C808,32,0.0,0.0,0.0,728.729691877,C,CHARBROILING,0.0562088381942,4.52370994142,-74.1191972402,19,MEAT CHARBROILING,7,2010,2789920.88419,31041179.9935,89238.0502597,13139.3448235,6832.45930823,6306.88551528,197637.645054,728.729691877,2299.38534411,ALW
C805,41,0.0,0.0,0.0,728.729691877,C,CHARBROILING,0.0562088381942,4.69470667421,-74.0327357742,38,MEAT CHARBROILING,7,2010,2789920.88419,31041179.9935,89238.0502597,13139.3448235,6832.45930823,6306.88551528,197637.645054,728.729691877,2299.38534411,ALW
C804,38,0.0,0.0,0.0,728.729691877,C,CHARBROILING,0.0562088381942,4.628453,-74.067191,31,RESTAURANT,7,2010,2789920.88419,31041179.9935,89238.0502597,13139.3448235,6832.45930823,6306.88551528,197637.645054,728.729691877,2299.38534411,ALW
C807,33,0.0,0.0,0.0,1596.31944444,CW,CHARBROILING  WOOD,0.0562088381942,4.589264,-74.108831,26,MEAT CHARBROILING,7,2008,4824062.39852,58739634.1939,126412.228202,202366.92158,105230.799222,97136.1223586,244657.313933,1596.31944444,325424.260499,ALW
C806,36,0.0,0.0,0.0,1040.0,C,CHARBROILING,0.0562088381942,4.62286666667,-74.0797916667,30,MEAT CHARBROILING,5,2009,4211821.43333,46861510.6447,134718.778186,19835.8937206,10314.6647347,9521.22898587,298364.90138,1040.0,3471.2814011,WKD
C801,28,0.0,0.0,590.568748252,800.0,CC,CHARBROILING,0.0562088381942,4.62567777778,-74.1520555556,31,MEAT CHARBROILING,7,2011,3353860.24416,55995487.9563,95796.3615087,198960.078562,103459.240852,95500.8377097,356520.479429,1390.56874825,21470.2360742,ALW
C800,36,0.0,0.0,265.755936714,360.0,CC,CHARBROILING,0.0562088381942,4.57139776271,-74.0798491427,24,MEAT CHARBROILING,7,2011,1509237.10987,25197969.5804,43108.3626789,89532.0353529,46556.6583835,42975.3769694,160434.215743,625.755936714,9661.60623341,ALW
C803,31,0.0,0.0,4429.26561189,6000.0,CC,CHARBROILING,0.0562088381942,4.617334,-74.121506,30,MEAT CHARBROILING,7,2011,25153951.8312,419966159.672,718472.711315,1492200.58921,775944.306391,716256.282823,2673903.59572,10429.2656119,161026.770557,ALW
C802,36,0.0,0.0,590.568748252,800.0,CC,CHARBROILING,0.0562088381942,4.61099789725,-74.08308791,29,MEAT CHARBROILING,7,2011,3353860.24416,55995487.9563,95796.3615087,198960.078562,103459.240852,95500.8377097,356520.479429,1390.56874825,21470.2360742,ALW
C760,33,0.0,0.0,0.0,728.729691877,C,CHARBROILING,0.0562088381942,4.57845810052,-74.1064695838,25,RESTAURANT,7,2010,2789920.88419,31041179.9935,89238.0502597,13139.3448235,6832.45930823,6306.88551528,197637.645054,728.729691877,2299.38534411,ALW
C739,26,0.0,0.0,442.926561189,600.0,CC,CHARBROILING,0.0562088381942,4.633983,-74.169877,31,RESTAURANT,7,2011,2515395.18312,41996615.9672,71847.2711315,149220.058921,77594.4306391,71625.6282823,267390.359572,1042.92656119,16102.6770557,ALW
C761,37,0.0,0.0,0.0,63000.0,W,WOOD,0.0562088381942,4.610752,-74.075468,29,MEAT CHARBROILING,7,2009,104828359.211,1544267012.32,1271690.59021,13888463.375,7222000.95499,6666462.41999,181641.474854,63000.0,23404714.3144,ALW
C738,29,0.0,0.0,354.341248951,480.0,CC,CHARBROILING,0.0562088381942,4.67694880337,-74.1408956293,36,MEAT CHARBROILING,6,2011,2012316.1465,33597292.7738,57477.8169052,119376.047137,62075.5445113,57300.5026258,213912.287657,834.341248951,12882.1416445,ALW
C737,39,0.0,0.0,0.0,728.729691877,C,CHARBROILING,0.0562088381942,4.73233611111,-74.0528111111,42,MEAT CHARBROILING,7,2009,2951230.13015,32835936.7433,94397.6670358,13899.0429991,7227.50235955,6671.54063958,209064.771779,728.729691877,2432.33252485,ALW
C736,39,0.0,0.0,0.0,728.729691877,C,CHARBROILING,0.0562088381942,4.732175,-74.0526305556,42,RESTAURANT,7,2009,2951230.13015,32835936.7433,94397.6670358,13899.0429991,7227.50235955,6671.54063958,209064.771779,728.729691877,2432.33252485,ALW
C767,37,0.0,0.0,295.284374126,400.0,CC,CHARBROILING,0.0562088381942,4.60090565935,-74.0717979026,28,RESTAURANT,7,2011,1676930.12208,27997743.9782,47898.1807543,99480.0392809,51729.6204261,47750.4188548,178260.239715,695.284374126,10735.1180371,ALW
C665,34,0.0,0.0,0.0,166.666666667,W,WOOD,0.0562088381942,4.65114444444,-74.1002083333,33,MEAT CHARBROILING,2,2011,247836.125982,3650969.61065,3006.54204354,32835.226885,17074.3179802,15760.9089048,429.438367479,166.666666667,55333.6307945,WKN
C664,37,0.0,0.0,0.0,1596.31944444,CW,CHARBROILING  WOOD,0.0562088381942,4.60091616268,-74.0716379179,28,MEAT CHARBROILING,7,2013,3642142.84963,44348128.402,95440.596538,152786.008046,79448.7241839,73337.283862,184715.041584,1596.31944444,245693.680047,ALW
C667,39,0.0,0.0,0.0,120.0,CW,CHARBROILING  WOOD,0.0562088381942,4.734187,-74.050146,43,RESTAURANT,7,2008,362638.87522,4415630.04687,9502.77680141,15212.513181,7910.50685413,7302.00632689,18391.6056239,120.0,24463.0931459,ALW
C666,39,0.0,0.0,0.0,728.729691877,C,CHARBROILING ,0.0562088381942,4.654911,-74.054951,34,MEAT CHARBROILING,7,2008,3121866.04661,34734463.7683,99855.6054941,14702.6658396,7645.38623661,7057.27960302,221152.598671,728.729691877,2572.96652193,ALW
C661,30,0.0,0.0,0.0,112.0,C,CHARBROILING,0.0562088381942,4.68395,-74.131816,37,MEAT CHARBROILING,7,2008,479806.162859,5338412.83732,15347.0181605,2259.68365554,1175.03550088,1084.64815466,33989.4083187,112.0,395.444639719,ALW
C660,35,0.0,0.0,885.853122379,1200.0,CC,CHARBROILING,0.0562088381942,4.60752974533,-74.0927084258,28,MEAT CHARBROILING,7,2011,5030790.36624,83993231.9345,143694.542263,298440.117843,155188.861278,143251.256565,534780.719144,2085.85312238,32205.3541113,ALW
C663,34,0.0,0.0,0.0,728.729691877,C,CHARBROILING,0.0562088381942,4.755286,-74.102669,45,MEAT CHARBROILING,7,2013,2356993.16465,26224345.4579,75390.4799525,11100.438766,5772.22815832,5328.21060768,166969.099772,728.729691877,1942.57678405,ALW
C662,35,0.0,0.0,295.284374126,400.0,CC,CHARBROILING,0.0562088381942,4.72480427754,-74.0902088681,42,MEAT CHARBROILING,7,2011,1676930.12208,27997743.9782,47898.1807543,99480.0392809,51729.6204261,47750.4188548,178260.239715,695.284374126,10735.1180371,ALW
C746,40,0.0,0.0,0.0,728.729691877,C,CHARBROILING,0.0562088381942,4.69790584595,-74.0467099883,39,RESTAURANT,7,2010,2789920.88419,31041179.9935,89238.0502597,13139.3448235,6832.45930823,6306.88551528,197637.645054,728.729691877,2299.38534411,ALW
C747,34,0.0,0.0,516.747654721,700.0,CC,CHARBROILING,0.0562088381942,4.578205,-74.101181,25,RESTAURANT,7,2011,2934627.71364,48996051.9618,83821.8163201,174090.068742,90526.8357457,83563.232996,311955.419501,1216.74765472,18786.4565649,ALW
C744,35,0.0,0.0,0.0,1000.0,W,WOOD,0.0562088381942,4.731771,-74.089146,42,RESTAURANT,2,2011,1487016.75589,21905817.6638,18039.2522612,197011.36131,102445.907881,94565.4534286,2576.63020487,1000.0,332001.784766,WKN
C745,34,0.0,0.0,0.0,1596.31944444,CW,CHARBROILING  WOOD,0.0562088381942,4.59403055556,-74.09855,27,RESTAURANT,7,2011,4075485.49623,49624674.69,106796.131564,170964.507854,88901.5440839,82062.9637697,206692.462101,1596.31944444,274926.347178,ALW
C669,36,0.0,0.0,0.0,32.0,CW,CHARBROILING  WOOD,0.0562088381942,4.620779,-74.082199,30,RESTAURANT,2,2008,96703.7000586,1177501.34583,2534.07381371,4056.6701816,2109.46849443,1947.20168717,4904.42816637,32.0,6523.49150556,WKN
C668,39,0.0,0.0,0.0,728.729691877,C,CHARBROILING,0.0562088381942,4.651411,-74.054558,33,MEAT CHARBROILING,7,2009,2951230.13015,32835936.7433,94397.6670358,13899.0429991,7227.50235955,6671.54063958,209064.771779,728.729691877,2432.33252485,ALW
C740,37,0.0,0.0,295.284374126,400.0,CC,CHARBROILING,0.0562088381942,4.60878811978,-74.0724618509,29,RESTAURANT,7,2011,1676930.12208,27997743.9782,47898.1807543,99480.0392809,51729.6204261,47750.4188548,178260.239715,695.284374126,10735.1180371,ALW
C741,36,0.0,0.0,442.926561189,600.0,CC,CHARBROILING,0.0562088381942,4.60296557439,-74.0849606692,28,RESTAURANT,7,2011,2515395.18312,41996615.9672,71847.2711315,149220.058921,77594.4306391,71625.6282823,267390.359572,1042.92656119,16102.6770557,ALW
C44,40,0.0,0.0,0.0,200.0,C,CHARBROILING,0.0562088381942,4.75823,-74.047621,45,MEAT CHARBROILING,6,2011,723842.752151,8053609.43523,23152.7410912,3408.9925533,1772.67612772,1636.31642559,51276.9296559,200.0,596.573696828,ALW
C45,38,0.0,0.0,0.0,300.0,C,CHARBROILING,0.0562088381942,4.67688333333,-74.0607361111,36,RESTAURANT,7,2011,1085764.12823,12080414.1528,34729.1116368,5113.48882995,2659.01419158,2454.47463838,76915.3944839,300.0,894.860545242,ALW
C46,36,0.0,0.0,0.0,540.0,C,CHARBROILING,0.0562088381942,4.66851024812,-74.0813219206,35,RESTAURANT,6,2013,1746568.47813,19432646.5699,55865.5145085,8225.59722825,4277.31055869,3948.28666956,123726.691642,540.0,1439.47951494,ALW
C47,39,0.0,0.0,0.0,85.0,C,CHARBROILING,0.0562088381942,4.6517,-74.0545611111,33,RESTAURANT,7,2011,307633.169664,3422784.00997,9839.91496375,1448.82183515,753.38735428,695.434480874,21792.6951038,85.0,253.543821152,ALW
C40,37,0.0,0.0,442.926561189,600.0,CC,CHARBROILING,0.0562088381942,4.60717542086,-74.0733320163,28,RESTAURANT,7,2011,2515395.18312,41996615.9672,71847.2711315,149220.058921,77594.4306391,71625.6282823,267390.359572,1042.92656119,16102.6770557,ALW
C41,39,0.0,0.0,501.983436015,680.0,CC,CHARBROILING,0.0562088381942,4.713477,-74.054032,40,RESTAURANT,7,2011,2850781.20754,47596164.7629,81426.9072824,169116.066778,87940.3547244,81175.7120533,303042.407515,1181.98343602,18249.7006631,ALW
C42,36,0.0,0.0,1181.1374965,1600.0,CC,CHARBROILING,0.0562088381942,4.66602426573,-74.0777668622,35,MEAT CHARBROILING,7,2013,5994494.70164,100083077.837,171220.843951,355609.670634,184917.028729,170692.641904,637223.965634,2781.1374965,38374.6510052,ALW
C43,33,0.0,0.0,0.0,400.0,C,CHARBROILING,0.0562088381942,4.73459166667,-74.11,43,RESTAURANT,7,2013,1293754.42825,14394553.0148,41381.8625989,6093.03498389,3168.37819162,2924.65679227,91649.401216,400.0,1066.28112218,ALW
C48,39,56.5555287077,0.0,0.0,100.0,CBPC,CHARBROILING,0.0562088381942,4.675125,-74.0563694444,36,RESTAURANT,7,2011,376478.498834,6304185.41569,9228.50425376,21344.0895433,11098.9265625,10245.1629808,40138.434164,156.555528708,2346.04144282,ALW
C49,39,0.0,112.369296708,0.0,286.0,CBP,CHARBROILING,0.0562088381942,4.6517,-74.0545611111,33,MEAT CHARBROILING,7,2011,955153.369379,16041553.6334,19521.7957604,51607.0822174,26835.6827531,24771.3994644,102135.772022,398.369296708,5788.63682983,ALW
C593,36,0.0,0.0,922.763669145,1250.0,CC,CHARBROILING,0.0562088381942,4.589513,-74.081031,26,MEAT CHARBROILING,7,2013,4683198.98567,78189904.5601,133766.284337,277820.055183,144466.428695,133353.626488,497831.223152,2172.76366914,29980.1960979,ALW
C592,35,0.0,0.0,1107.31640297,1500.0,CC,CHARBROILING,0.0562088381942,4.56934166667,-74.0874833333,24,MEAT CHARBROILING,7,2011,6288487.95779,104991539.918,179618.177829,373050.147303,193986.076598,179064.070705,668475.898929,2607.31640297,40256.6926391,ALW
C591,34,0.0,0.0,0.0,1440.0,C,CHARBROILING,0.0562088381942,4.68663333333,-74.0969972222,37,MEAT CHARBROILING,7,2009,5831752.75385,64885168.585,186533.692872,27465.0836131,14281.8434788,13183.2401343,413120.63268,1440.0,4806.38963229,ALW
C590,39,0.0,0.0,0.0,1596.31944444,CW,CHARBROILING  WOOD,0.0562088381942,4.65127639268,-74.0556263487,33,RESTAURANT,7,2007,5102982.80532,62135876.0563,133721.202921,214067.488328,111315.093931,102752.394398,258803.050843,1596.31944444,344239.827053,ALW
C597,34,0.0,0.0,0.0,1596.31944444,CW,CHARBROILING  WOOD,0.0562088381942,4.67229722222,-74.0997361111,36,RESTAURANT,7,2012,3852726.35401,46912273.9276,100958.835693,161619.877096,84042.3360899,77577.541006,195395.001809,1596.31944444,259899.338168,ALW
C596,30,0.0,0.0,0.0,40.0,C,CHARBROILING,0.0562088381942,4.613062,-74.137682,29,MEAT CHARBROILING,6,2012,136855.746386,1522682.55376,4377.45028669,644.53255755,335.156929926,309.375627624,9694.84388648,40.0,112.793197571,ALW
C595,39,0.0,0.0,0.0,300.0,W,WOOD,0.0562088381942,4.65638305577,-74.0532445245,34,RESTAURANT,6,2008,528044.692443,7778830.13438,6405.79964851,69959.4024605,36378.8892794,33580.513181,914.970123023,300.0,117894.959578,ALW
C594,38,0.0,0.0,0.0,1383.33333333,W,WOOD,0.0562088381942,4.65546708484,-74.0590924882,34,MEAT CHARBROILING,7,2010,2175974.95533,32055126.7657,26397.1209322,288289.816795,149910.704733,138379.112062,3770.42341504,1383.33333333,485823.421906,ALW
C599,33,0.0,0.0,0.0,728.729691877,C,CHARBROILING,0.0562088381942,4.61461587087,-74.1106998547,29,RESTAURANT,7,2007,3302367.88837,36742760.9178,105629.114169,15552.7530065,8087.43156336,7465.3214431,233939.326472,728.729691877,2721.73177613,ALW
C598,29,0.0,0.0,0.0,80.0,C,CHARBROILING,0.0562088381942,4.67568888889,-74.1399444444,36,MEAT CHARBROILING,7,2011,289537.10086,3221443.77409,9261.09643647,1363.59702132,709.070451087,654.526570234,20510.7718624,80.0,238.629478731,ALW
C759,33,0.0,0.0,0.0,135.555555556,W,WOOD,0.0562088381942,4.632708,-74.10864,31,RESTAURANT,2,2008,238597.972142,3514878.80147,2894.47243378,31611.2855563,16437.8684893,15173.417067,413.430944478,135.555555556,53271.0558096,WKN
C758,22,271.466537797,0.0,0.0,480.0,CBPC,CHARBROILING,0.0562088381942,4.633186,-74.203563,31,PEDDLING,6,2011,1807096.7944,30260089.9953,44296.8204181,102451.629808,53274.8475002,49176.7823079,192664.483987,751.466537797,11260.9989256,ALW
C648,35,0.0,0.0,0.0,728.729691877,C,CHARBROILING,0.0562088381942,4.580128,-74.086029,25,RESTAURANT,7,2009,2951230.13015,32835936.7433,94397.6670358,13899.0429991,7227.50235955,6671.54063958,209064.771779,728.729691877,2432.33252485,ALW
C698,29,0.0,0.0,0.0,728.729691877,C,CHARBROILING,0.0562088381942,4.67326847979,-74.1437518613,36,MEAT CHARBROILING,7,2011,2637428.52871,29344521.6112,84360.4494074,12421.1704649,6459.00864175,5962.16182315,186835.105743,728.729691877,2173.70483136,ALW
C647,35,0.0,0.0,0.0,728.729691877,C,CHARBROILING,0.0562088381942,4.752761,-74.088193,45,RESTAURANT,7,2010,2789920.88419,31041179.9935,89238.0502597,13139.3448235,6832.45930823,6306.88551528,197637.645054,728.729691877,2299.38534411,ALW
C348,29,0.0,200.378815807,0.0,510.0,CBP,CHARBROILING,0.0562088381942,4.67436675023,-74.1440128851,36,MEAT CHARBROILING,7,2011,1703245.51882,28605567.6679,34811.5938385,92026.6151429,47853.8398743,44172.7752686,182130.222836,710.378815807,10322.3943469,ALW
C349,29,212.083232654,0.0,0.0,375.0,CBPC,CHARBROILING,0.0562088381942,4.67625669503,-74.1412554063,36,PEDDLING,7,2011,1411794.37063,23640695.3088,34606.8909516,80040.3357876,41620.9746095,38419.361178,150519.128115,587.083232654,8797.65541059,ALW
C646,31,0.0,0.0,413.398123777,560.0,CC,CHARBROILING,0.0562088381942,4.61737899414,-74.121572811,30,RESTAURANT,7,2011,2347702.17091,39196841.5694,67057.4530561,139272.054993,72421.4685966,66850.5863968,249564.335601,973.398123777,15029.165252,ALW
C342,21,0.0,0.0,442.926561189,600.0,CC,CHARBROILING,0.0562088381942,4.615875,-74.2137,29,RESTAURANT,7,2011,2515395.18312,41996615.9672,71847.2711315,149220.058921,77594.4306391,71625.6282823,267390.359572,1042.92656119,16102.6770557,ALW
C343,36,0.0,628.63942214,0.0,1600.0,CBP,CHARBROILING,0.0562088381942,4.671711,-74.081795,36,RESTAURANT,7,2013,4775344.25122,80200670.7819,97600.3416275,258012.578179,134166.540653,123846.037526,510633.671414,2228.63942214,28940.6230391,ALW
C340,27,0.0,0.0,0.0,728.729691877,C,CHARBROILING,0.0562088381942,4.64558055556,-74.1652611111,33,MEAT CHARBROILING,7,2008,3121866.04661,34734463.7683,99855.6054941,14702.6658396,7645.38623661,7057.27960302,221152.598671,728.729691877,2572.96652193,ALW
C341,32,565.555287077,0.0,0.0,1000.0,CBPC,CHARBROILING,0.0562088381942,4.70410794429,-74.1143583578,39,PEDDLING,7,2011,3764784.98834,63041854.1569,92285.0425376,213440.895433,110989.265625,102451.629808,401384.34164,1565.55528708,23460.4144282,ALW
C346,36,0.0,353.609674954,0.0,900.0,CBP,CHARBROILING,0.0562088381942,4.665764,-74.077753,35,RESTAURANT,7,2013,2686131.14131,45112877.3149,54900.1921655,145132.075226,75468.6791173,69663.3961082,287231.44017,1253.60967495,16279.1004595,ALW
C347,36,0.0,471.479566605,0.0,1200.0,CBP,CHARBROILING,0.0562088381942,4.66668611111,-74.0786333333,35,MEAT CHARBROILING,7,2013,3581508.18842,60150503.0865,73200.2562206,193509.433634,100624.90549,92884.5281443,382975.25356,1671.4795666,21705.4672793,ALW
C344,35,0.0,0.0,0.0,728.729691877,C,CHARBROILING,0.0562088381942,4.697282,-74.09218,39,RESTAURANT,7,2010,2789920.88419,31041179.9935,89238.0502597,13139.3448235,6832.45930823,6306.88551528,197637.645054,728.729691877,2299.38534411,ALW
C345,34,0.0,0.0,0.0,728.729691877,C,CHARBROILING,0.0562088381942,4.60781695251,-74.1005803783,29,MEAT CHARBROILING,7,2009,2951230.13015,32835936.7433,94397.6670358,13899.0429991,7227.50235955,6671.54063958,209064.771779,728.729691877,2432.33252485,ALW
C644,35,0.0,0.0,2214.63280595,3000.0,CC,CHARBROILING,0.0562088381942,4.5792790378,-74.0866674103,25,MEAT CHARBROILING,7,2011,12576975.9156,209983079.836,359236.355658,746100.294608,387972.153196,358128.141412,1336951.79786,5214.63280595,80513.3852784,ALW
C643,24,0.0,0.0,369.105467658,500.0,CC,CHARBROILING,0.0562088381942,4.618269,-74.188783,30,MEAT CHARBROILING,7,2011,2096162.6526,34997179.9727,59872.725943,124350.049101,64662.0255326,59688.0235686,222825.299643,869.105467658,13418.8975464,ALW
C642,35,0.0,0.0,0.0,960.0,C,CHARBROILING,0.0562088381942,4.7324383044,-74.0865031918,42,RESTAURANT,7,2009,3887835.16923,43256779.0566,124355.795248,18310.0557421,9521.22898587,8788.82675619,275413.75512,960.0,3204.25975486,ALW
C571,34,1017.99951674,0.0,0.0,1800.0,CBPC,CHARBROILING,0.0562088381942,4.70975921633,-74.1029291074,40,PEDDLING,7,2011,6776612.97902,113475337.482,166113.076568,384193.61178,199780.678126,184412.933655,722491.814951,2817.99951674,42228.7459708,ALW
C751,35,0.0,0.0,243.609608654,330.0,CC,CHARBROILING,0.0562088381942,4.642225,-74.0941027778,32,RESTAURANT,7,2011,1383467.35072,23098138.782,39515.9991223,82071.0324068,42676.9368515,39394.0955552,147064.697765,573.609608654,8856.47238061,ALW
C641,25,0.0,0.0,118.11374965,160.0,CC,CHARBROILING,0.0562088381942,4.598247,-74.180187,27,RESTAURANT,7,2011,670772.048831,11199097.5912,19159.2723017,39792.0157123,20691.8481704,19100.1675419,71304.0958857,278.11374965,4294.04721484,ALW
C750,34,0.0,0.0,0.0,1596.31944444,CW,CHARBROILING  WOOD,0.0562088381942,4.58793584956,-74.1019057702,26,RESTAURANT,7,2006,5398029.99219,65728483.7787,141452.772133,226444.565156,117751.173881,108693.391275,273766.674084,1596.31944444,364143.282827,ALW
C640,30,373.266489471,0.0,0.0,660.0,CBPC,CHARBROILING,0.0562088381942,4.61857777778,-74.1363527778,30,PEDDLING,7,2011,2484758.09231,41607623.7436,60908.1280748,140870.990986,73252.9153128,67618.0756733,264913.665482,1033.26648947,15483.8735226,ALW
C526,29,0.0,0.0,0.0,375.0,C,CHARBROILING,0.0562088381942,4.59070491634,-74.1398061306,27,MEAT CHARBROILING,7,2011,1357205.16028,15100517.6911,43411.389546,6391.86103744,3323.76773947,3068.09329797,96144.2431049,375.0,1118.57568155,ALW
C527,34,1131.11057415,0.0,0.0,2000.0,CBPC,CHARBROILING,0.0562088381942,4.7428908385,-74.101044541,44,MEAT CHARBROILING,7,2011,7529569.97667,126083708.314,184570.085075,426881.790866,221978.531251,204903.259616,802768.683278,3131.11057415,46920.8288564,ALW
C524,34,0.0,0.0,487.219217308,660.0,CC,CHARBROILING,0.0562088381942,4.64162222222,-74.0945027778,32,MEAT CHARBROILING,7,2011,2766934.70143,46196277.564,79031.9982447,164142.064814,85353.873703,78788.1911105,294129.395529,1147.21921731,17712.9447612,ALW
C525,31,0.0,0.0,2768.29100743,3750.0,CC,CHARBROILING,0.0562088381942,4.59852920474,-74.1229313336,27,MEAT CHARBROILING,7,2011,15721219.8945,262478849.795,449045.444572,932625.368258,484965.191494,447660.176764,1671189.74732,6518.29100743,100641.731598,ALW
C522,39,0.0,0.0,0.0,728.729691877,C,CHARBROILING,0.0562088381942,4.72478888889,-74.056775,42,RESTAURANT,7,2010,2789920.88419,31041179.9935,89238.0502597,13139.3448235,6832.45930823,6306.88551528,197637.645054,728.729691877,2299.38534411,ALW
C523,35,226.222114831,0.0,0.0,400.0,CBPC,CHARBROILING,0.0562088381942,4.734781,-74.08881,43,MEAT CHARBROILING,7,2011,1505913.99534,25216741.6628,36914.0170151,85376.3581734,44395.7062502,40980.6519232,160553.736656,626.222114831,9384.1657713,ALW
C289,30,0.0,0.0,295.284374126,400.0,CC,CHARBROILING,0.0562088381942,4.64965440805,-74.1344401052,33,RESTAURANT,7,2011,1676930.12208,27997743.9782,47898.1807543,99480.0392809,51729.6204261,47750.4188548,178260.239715,695.284374126,10735.1180371,ALW
C288,26,0.0,0.0,221.463280595,300.0,CC,CHARBROILING,0.0562088381942,4.6398,-74.1672416667,32,MEAT CHARBROILING,7,2011,1257697.59156,20998307.9836,35923.6355658,74610.0294608,38797.2153196,35812.8141412,133695.179786,521.463280595,8051.33852784,ALW
